,Year Mnth Day Hr,prcp(mm/day)
8017,2001 12 13 12,43.88
8018,2001 12 14 12,42.56
8019,2001 12 15 12,0.0
8020,2001 12 16 12,0.0
8021,2001 12 17 12,23.64
8022,2001 12 18 12,0.0
8023,2001 12 19 12,0.0
8024,2001 12 20 12,0.0
8025,2001 12 21 12,0.0
8026,2001 12 22 12,0.0
8027,2001 12 23 12,16.39
8028,2001 12 24 12,0.0
8029,2001 12 25 12,0.0
8030,2001 12 26 12,0.0
8031,2001 12 27 12,0.0
8032,2001 12 28 12,6.44
8033,2001 12 29 12,0.0
8034,2001 12 30 12,0.0
8035,2001 12 31 12,0.0
8036,2002 01 01 12,0.0
8037,2002 01 02 12,11.0
8038,2002 01 03 12,0.0
8039,2002 01 04 12,0.0
8040,2002 01 05 12,0.0
8041,2002 01 06 12,40.43
8042,2002 01 07 12,3.87
8043,2002 01 08 12,0.0
8044,2002 01 09 12,0.0
8045,2002 01 10 12,0.0
8046,2002 01 11 12,0.0
8047,2002 01 12 12,12.88
8048,2002 01 13 12,16.13
8049,2002 01 14 12,0.0
8050,2002 01 15 12,0.0
8051,2002 01 16 12,0.0
8052,2002 01 17 12,0.0
8053,2002 01 18 12,0.0
8054,2002 01 19 12,12.5
8055,2002 01 20 12,8.06
8056,2002 01 21 12,3.31
8057,2002 01 22 12,0.0
8058,2002 01 23 12,8.14
8059,2002 01 24 12,0.0
8060,2002 01 25 12,22.56
8061,2002 01 26 12,0.0
8062,2002 01 27 12,0.0
8063,2002 01 28 12,12.57
8064,2002 01 29 12,0.0
8065,2002 01 30 12,0.0
8066,2002 01 31 12,0.0
8067,2002 02 01 12,25.97
8068,2002 02 02 12,2.0
8069,2002 02 03 12,0.0
8070,2002 02 04 12,0.0
8071,2002 02 05 12,6.92
8072,2002 02 06 12,22.04
8073,2002 02 07 12,6.02
8074,2002 02 08 12,0.0
8075,2002 02 09 12,0.0
8076,2002 02 10 12,0.0
8077,2002 02 11 12,0.0
8078,2002 02 12 12,0.0
8079,2002 02 13 12,1.58
8080,2002 02 14 12,0.0
8081,2002 02 15 12,0.0
8082,2002 02 16 12,0.0
8083,2002 02 17 12,0.0
8084,2002 02 18 12,0.0
8085,2002 02 19 12,0.0
8086,2002 02 20 12,18.76
8087,2002 02 21 12,0.0
8088,2002 02 22 12,0.0
8089,2002 02 23 12,0.0
8090,2002 02 24 12,0.0
8091,2002 02 25 12,0.0
8092,2002 02 26 12,0.0
8093,2002 02 27 12,0.0
8094,2002 02 28 12,0.0
8095,2002 03 01 12,9.56
8096,2002 03 02 12,49.94
8097,2002 03 03 12,4.09
8098,2002 03 04 12,0.0
8099,2002 03 05 12,0.0
8100,2002 03 06 12,0.0
8101,2002 03 07 12,0.0
8102,2002 03 08 12,0.0
8103,2002 03 09 12,10.41
8104,2002 03 10 12,0.0
8105,2002 03 11 12,0.0
8106,2002 03 12 12,39.15
8107,2002 03 13 12,0.0
8108,2002 03 14 12,0.0
8109,2002 03 15 12,0.0
8110,2002 03 16 12,0.0
8111,2002 03 17 12,0.0
8112,2002 03 18 12,0.0
8113,2002 03 19 12,0.0
8114,2002 03 20 12,0.0
8115,2002 03 21 12,19.3
8116,2002 03 22 12,0.0
8117,2002 03 23 12,0.0
8118,2002 03 24 12,0.0
8119,2002 03 25 12,0.0
8120,2002 03 26 12,53.02
8121,2002 03 27 12,0.0
8122,2002 03 28 12,0.0
8123,2002 03 29 12,0.0
8124,2002 03 30 12,0.0
8125,2002 03 31 12,9.35
8126,2002 04 01 12,22.76
8127,2002 04 02 12,0.0
8128,2002 04 03 12,0.0
8129,2002 04 04 12,0.0
8130,2002 04 05 12,0.0
8131,2002 04 06 12,0.0
8132,2002 04 07 12,0.0
8133,2002 04 08 12,20.65
8134,2002 04 09 12,63.99
8135,2002 04 10 12,0.0
8136,2002 04 11 12,0.0
8137,2002 04 12 12,19.73
8138,2002 04 13 12,0.0
8139,2002 04 14 12,0.0
8140,2002 04 15 12,0.0
8141,2002 04 16 12,0.0
8142,2002 04 17 12,0.0
8143,2002 04 18 12,0.0
8144,2002 04 19 12,0.0
8145,2002 04 20 12,0.0
8146,2002 04 21 12,0.0
8147,2002 04 22 12,0.0
8148,2002 04 23 12,0.0
8149,2002 04 24 12,0.0
8150,2002 04 25 12,0.0
8151,2002 04 26 12,0.0
8152,2002 04 27 12,0.0
8153,2002 04 28 12,0.0
8154,2002 04 29 12,0.0
8155,2002 04 30 12,0.0
8156,2002 05 01 12,0.0
8157,2002 05 02 12,0.0
8158,2002 05 03 12,0.0
8159,2002 05 04 12,0.0
8160,2002 05 05 12,0.0
8161,2002 05 06 12,0.0
8162,2002 05 07 12,0.0
8163,2002 05 08 12,0.0
8164,2002 05 09 12,0.0
8165,2002 05 10 12,0.0
8166,2002 05 11 12,0.0
8167,2002 05 12 12,0.0
8168,2002 05 13 12,0.0
8169,2002 05 14 12,0.0
8170,2002 05 15 12,0.0
8171,2002 05 16 12,0.0
8172,2002 05 17 12,0.0
8173,2002 05 18 12,12.01
8174,2002 05 19 12,0.0
8175,2002 05 20 12,0.0
8176,2002 05 21 12,0.0
8177,2002 05 22 12,0.0
8178,2002 05 23 12,0.0
8179,2002 05 24 12,0.0
8180,2002 05 25 12,0.0
8181,2002 05 26 12,0.0
8182,2002 05 27 12,0.0
8183,2002 05 28 12,0.0
8184,2002 05 29 12,0.0
8185,2002 05 30 12,24.82
8186,2002 05 31 12,11.62
8187,2002 06 01 12,0.0
8188,2002 06 02 12,0.0
8189,2002 06 03 12,0.0
8190,2002 06 04 12,0.0
8191,2002 06 05 12,0.0
8192,2002 06 06 12,7.06
8193,2002 06 07 12,5.95
8194,2002 06 08 12,0.14
8195,2002 06 09 12,5.43
8196,2002 06 10 12,12.4
8197,2002 06 11 12,0.0
8198,2002 06 12 12,1.85
8199,2002 06 13 12,0.0
8200,2002 06 14 12,0.88
8201,2002 06 15 12,0.0
8202,2002 06 16 12,0.0
8203,2002 06 17 12,3.32
8204,2002 06 18 12,1.27
8205,2002 06 19 12,0.0
8206,2002 06 20 12,0.19
8207,2002 06 21 12,2.89
8208,2002 06 22 12,0.0
8209,2002 06 23 12,0.0
8210,2002 06 24 12,10.35
8211,2002 06 25 12,2.03
8212,2002 06 26 12,8.2
8213,2002 06 27 12,14.96
8214,2002 06 28 12,16.96
8215,2002 06 29 12,4.5
8216,2002 06 30 12,0.0
8217,2002 07 01 12,0.97
8218,2002 07 02 12,8.43
8219,2002 07 03 12,0.0
8220,2002 07 04 12,5.03
8221,2002 07 05 12,2.04
8222,2002 07 06 12,0.0
8223,2002 07 07 12,0.49
8224,2002 07 08 12,15.99
8225,2002 07 09 12,5.11
8226,2002 07 10 12,1.39
8227,2002 07 11 12,0.0
8228,2002 07 12 12,17.16
8229,2002 07 13 12,20.7
8230,2002 07 14 12,9.98
8231,2002 07 15 12,8.65
8232,2002 07 16 12,10.09
8233,2002 07 17 12,0.0
8234,2002 07 18 12,0.0
8235,2002 07 19 12,0.0
8236,2002 07 20 12,0.0
8237,2002 07 21 12,0.0
8238,2002 07 22 12,14.98
8239,2002 07 23 12,8.85
8240,2002 07 24 12,0.0
8241,2002 07 25 12,4.7
8242,2002 07 26 12,6.89
8243,2002 07 27 12,0.0
8244,2002 07 28 12,0.0
8245,2002 07 29 12,0.0
8246,2002 07 30 12,13.12
8247,2002 07 31 12,22.48
8248,2002 08 01 12,6.12
8249,2002 08 02 12,12.42
8250,2002 08 03 12,4.98
8251,2002 08 04 12,9.21
8252,2002 08 05 12,4.98
8253,2002 08 06 12,101.31
8254,2002 08 07 12,11.49
8255,2002 08 08 12,3.17
8256,2002 08 09 12,9.21
8257,2002 08 10 12,0.0
8258,2002 08 11 12,0.01
8259,2002 08 12 12,15.29
8260,2002 08 13 12,15.54
8261,2002 08 14 12,12.68
8262,2002 08 15 12,0.0
8263,2002 08 16 12,3.79
8264,2002 08 17 12,0.0
8265,2002 08 18 12,0.0
8266,2002 08 19 12,0.0
8267,2002 08 20 12,5.02
8268,2002 08 21 12,0.0
8269,2002 08 22 12,2.06
8270,2002 08 23 12,3.92
8271,2002 08 24 12,0.0
8272,2002 08 25 12,0.0
8273,2002 08 26 12,5.99
8274,2002 08 27 12,0.0
8275,2002 08 28 12,0.0
8276,2002 08 29 12,0.0
8277,2002 08 30 12,0.0
8278,2002 08 31 12,0.0
8279,2002 09 01 12,0.0
8280,2002 09 02 12,0.0
8281,2002 09 03 12,4.13
8282,2002 09 04 12,0.01
8283,2002 09 05 12,0.0
8284,2002 09 06 12,0.0
8285,2002 09 07 12,22.11
8286,2002 09 08 12,19.52
8287,2002 09 09 12,0.0
8288,2002 09 10 12,0.08
8289,2002 09 11 12,0.0
8290,2002 09 12 12,0.0
8291,2002 09 13 12,0.0
8292,2002 09 14 12,0.0
8293,2002 09 15 12,0.0
8294,2002 09 16 12,0.0
8295,2002 09 17 12,6.07
8296,2002 09 18 12,0.0
8297,2002 09 19 12,0.0
8298,2002 09 20 12,16.02
8299,2002 09 21 12,11.5
8300,2002 09 22 12,0.08
8301,2002 09 23 12,0.0
8302,2002 09 24 12,0.0
8303,2002 09 25 12,50.36
8304,2002 09 26 12,126.44
8305,2002 09 27 12,61.51
8306,2002 09 28 12,0.0
8307,2002 09 29 12,0.0
8308,2002 09 30 12,0.0
8309,2002 10 01 12,4.71
8310,2002 10 02 12,4.52
8311,2002 10 03 12,58.27
8312,2002 10 04 12,73.67
8313,2002 10 05 12,0.0
8314,2002 10 06 12,0.01
8315,2002 10 07 12,0.0
8316,2002 10 08 12,0.0
8317,2002 10 09 12,0.0
8318,2002 10 10 12,19.63
8319,2002 10 11 12,7.78
8320,2002 10 12 12,0.0
8321,2002 10 13 12,0.0
8322,2002 10 14 12,0.0
8323,2002 10 15 12,0.0
8324,2002 10 16 12,0.0
8325,2002 10 17 12,0.0
8326,2002 10 18 12,0.0
8327,2002 10 19 12,0.0
8328,2002 10 20 12,0.0
8329,2002 10 21 12,0.73
8330,2002 10 22 12,1.01
8331,2002 10 23 12,1.81
8332,2002 10 24 12,0.0
8333,2002 10 25 12,0.0
8334,2002 10 26 12,39.42
8335,2002 10 27 12,13.81
8336,2002 10 28 12,25.41
8337,2002 10 29 12,21.36
8338,2002 10 30 12,5.32
8339,2002 10 31 12,0.0
8340,2002 11 01 12,0.0
8341,2002 11 02 12,0.0
8342,2002 11 03 12,5.38
8343,2002 11 04 12,15.51
8344,2002 11 05 12,16.7
8345,2002 11 06 12,24.63
8346,2002 11 07 12,0.0
8347,2002 11 08 12,0.0
8348,2002 11 09 12,0.0
8349,2002 11 10 12,1.74
8350,2002 11 11 12,31.19
8351,2002 11 12 12,20.39
8352,2002 11 13 12,0.0
8353,2002 11 14 12,0.0
8354,2002 11 15 12,0.0
8355,2002 11 16 12,5.99
8356,2002 11 17 12,0.0
8357,2002 11 18 12,0.0
8358,2002 11 19 12,0.0
8359,2002 11 20 12,5.2
8360,2002 11 21 12,15.22
8361,2002 11 22 12,0.0
8362,2002 11 23 12,0.0
8363,2002 11 24 12,0.0
8364,2002 11 25 12,0.0
8365,2002 11 26 12,0.0
8366,2002 11 27 12,0.0
8367,2002 11 28 12,0.0
8368,2002 11 29 12,0.0
8369,2002 11 30 12,8.89
8370,2002 12 01 12,0.0
8371,2002 12 02 12,0.0
8372,2002 12 03 12,0.0
8373,2002 12 04 12,11.44
8374,2002 12 05 12,25.21
8375,2002 12 06 12,0.0
8376,2002 12 07 12,0.0
8377,2002 12 08 12,0.0
8378,2002 12 09 12,0.0
8379,2002 12 10 12,14.09
8380,2002 12 11 12,0.0
8381,2002 12 12 12,0.0
8382,2002 12 13 12,9.06
8383,2002 12 14 12,0.0
8384,2002 12 15 12,0.0
8385,2002 12 16 12,0.0
8386,2002 12 17 12,0.0
8387,2002 12 18 12,0.0
8388,2002 12 19 12,4.61
8389,2002 12 20 12,6.97
8390,2002 12 21 12,0.0
8391,2002 12 22 12,1.62
8392,2002 12 23 12,0.0
8393,2002 12 24 12,84.55
8394,2002 12 25 12,0.0
8395,2002 12 26 12,0.0
8396,2002 12 27 12,0.0
8397,2002 12 28 12,0.0
8398,2002 12 29 12,0.0
8399,2002 12 30 12,0.0
8400,2002 12 31 12,22.93
8401,2003 01 01 12,7.29
8402,2003 01 02 12,0.0
8403,2003 01 03 12,0.0
8404,2003 01 04 12,0.0
8405,2003 01 05 12,0.0
8406,2003 01 06 12,0.0
8407,2003 01 07 12,0.0
8408,2003 01 08 12,0.0
8409,2003 01 09 12,0.0
8410,2003 01 10 12,0.0
8411,2003 01 11 12,0.0
8412,2003 01 12 12,0.0
8413,2003 01 13 12,0.0
8414,2003 01 14 12,0.0
8415,2003 01 15 12,0.0
8416,2003 01 16 12,0.0
8417,2003 01 17 12,0.0
8418,2003 01 18 12,0.0
8419,2003 01 19 12,0.0
8420,2003 01 20 12,0.0
8421,2003 01 21 12,0.0
8422,2003 01 22 12,0.0
8423,2003 01 23 12,0.0
8424,2003 01 24 12,0.0
8425,2003 01 25 12,0.0
8426,2003 01 26 12,0.84
8427,2003 01 27 12,5.57
8428,2003 01 28 12,0.0
8429,2003 01 29 12,0.0
8430,2003 01 30 12,12.96
8431,2003 01 31 12,0.0
8432,2003 02 01 12,0.0
8433,2003 02 02 12,0.0
8434,2003 02 03 12,0.0
8435,2003 02 04 12,9.93
8436,2003 02 05 12,0.0
8437,2003 02 06 12,5.0
8438,2003 02 07 12,25.89
8439,2003 02 08 12,0.0
8440,2003 02 09 12,0.0
8441,2003 02 10 12,4.02
8442,2003 02 11 12,0.0
8443,2003 02 12 12,0.0
8444,2003 02 13 12,0.0
8445,2003 02 14 12,0.0
8446,2003 02 15 12,0.0
8447,2003 02 16 12,39.49
8448,2003 02 17 12,0.0
8449,2003 02 18 12,0.0
8450,2003 02 19 12,0.0
8451,2003 02 20 12,0.0
8452,2003 02 21 12,41.23
8453,2003 02 22 12,45.93
8454,2003 02 23 12,2.76
8455,2003 02 24 12,0.0
8456,2003 02 25 12,3.0
8457,2003 02 26 12,11.8
8458,2003 02 27 12,38.7
8459,2003 02 28 12,0.0
8460,2003 03 01 12,2.17
8461,2003 03 02 12,0.0
8462,2003 03 03 12,0.0
8463,2003 03 04 12,3.84
8464,2003 03 05 12,1.21
8465,2003 03 06 12,8.72
8466,2003 03 07 12,37.29
8467,2003 03 08 12,0.0
8468,2003 03 09 12,5.68
8469,2003 03 10 12,0.0
8470,2003 03 11 12,0.0
8471,2003 03 12 12,0.0
8472,2003 03 13 12,27.03
8473,2003 03 14 12,22.74
8474,2003 03 15 12,0.0
8475,2003 03 16 12,0.0
8476,2003 03 17 12,14.02
8477,2003 03 18 12,0.0
8478,2003 03 19 12,9.82
8479,2003 03 20 12,0.0
8480,2003 03 21 12,0.0
8481,2003 03 22 12,0.0
8482,2003 03 23 12,0.0
8483,2003 03 24 12,0.0
8484,2003 03 25 12,0.0
8485,2003 03 26 12,0.0
8486,2003 03 27 12,1.49
8487,2003 03 28 12,0.0
8488,2003 03 29 12,0.0
8489,2003 03 30 12,1.9
8490,2003 03 31 12,0.0
8491,2003 04 01 12,0.0
8492,2003 04 02 12,0.0
8493,2003 04 03 12,0.0
8494,2003 04 04 12,0.0
8495,2003 04 05 12,0.0
8496,2003 04 06 12,14.33
8497,2003 04 07 12,14.39
8498,2003 04 08 12,100.49
8499,2003 04 09 12,15.46
8500,2003 04 10 12,0.0
8501,2003 04 11 12,0.0
8502,2003 04 12 12,0.0
8503,2003 04 13 12,0.0
8504,2003 04 14 12,0.0
8505,2003 04 15 12,0.0
8506,2003 04 16 12,0.0
8507,2003 04 17 12,0.0
8508,2003 04 18 12,0.0
8509,2003 04 19 12,0.0
8510,2003 04 20 12,0.0
8511,2003 04 21 12,8.96
8512,2003 04 22 12,0.0
8513,2003 04 23 12,0.0
8514,2003 04 24 12,0.0
8515,2003 04 25 12,16.6
8516,2003 04 26 12,2.19
8517,2003 04 27 12,0.0
8518,2003 04 28 12,0.0
8519,2003 04 29 12,0.0
8520,2003 04 30 12,0.0
8521,2003 05 01 12,0.0
8522,2003 05 02 12,0.0
8523,2003 05 03 12,0.0
8524,2003 05 04 12,0.0
8525,2003 05 05 12,0.0
8526,2003 05 06 12,0.0
8527,2003 05 07 12,0.0
8528,2003 05 08 12,0.0
8529,2003 05 09 12,0.0
8530,2003 05 10 12,0.0
8531,2003 05 11 12,0.0
8532,2003 05 12 12,0.0
8533,2003 05 13 12,0.0
8534,2003 05 14 12,8.81
8535,2003 05 15 12,0.0
8536,2003 05 16 12,0.0
8537,2003 05 17 12,0.0
8538,2003 05 18 12,7.06
8539,2003 05 19 12,0.0
8540,2003 05 20 12,4.63
8541,2003 05 21 12,0.0
8542,2003 05 22 12,0.35
8543,2003 05 23 12,0.0
8544,2003 05 24 12,0.0
8545,2003 05 25 12,0.0
8546,2003 05 26 12,1.94
8547,2003 05 27 12,23.08
8548,2003 05 28 12,0.0
8549,2003 05 29 12,0.0
8550,2003 05 30 12,0.0
8551,2003 05 31 12,0.0
8552,2003 06 01 12,0.0
8553,2003 06 02 12,0.0
8554,2003 06 03 12,15.96
8555,2003 06 04 12,10.64
8556,2003 06 05 12,0.0
8557,2003 06 06 12,7.55
8558,2003 06 07 12,12.0
8559,2003 06 08 12,5.21
8560,2003 06 09 12,0.0
8561,2003 06 10 12,0.0
8562,2003 06 11 12,0.0
8563,2003 06 12 12,11.53
8564,2003 06 13 12,17.83
8565,2003 06 14 12,44.06
8566,2003 06 15 12,22.34
8567,2003 06 16 12,17.8
8568,2003 06 17 12,12.09
8569,2003 06 18 12,11.92
8570,2003 06 19 12,0.0
8571,2003 06 20 12,8.52
8572,2003 06 21 12,6.65
8573,2003 06 22 12,20.99
8574,2003 06 23 12,0.0
8575,2003 06 24 12,0.0
8576,2003 06 25 12,9.34
8577,2003 06 26 12,0.0
8578,2003 06 27 12,20.56
8579,2003 06 28 12,36.59
8580,2003 06 29 12,7.25
8581,2003 06 30 12,53.38
8582,2003 07 01 12,110.49
8583,2003 07 02 12,0.0
8584,2003 07 03 12,35.56
8585,2003 07 04 12,14.82
8586,2003 07 05 12,26.05
8587,2003 07 06 12,23.74
8588,2003 07 07 12,6.88
8589,2003 07 08 12,5.1
8590,2003 07 09 12,5.64
8591,2003 07 10 12,0.0
8592,2003 07 11 12,0.0
8593,2003 07 12 12,25.42
8594,2003 07 13 12,0.0
8595,2003 07 14 12,0.0
8596,2003 07 15 12,0.0
8597,2003 07 16 12,0.0
8598,2003 07 17 12,0.0
8599,2003 07 18 12,10.33
8600,2003 07 19 12,0.0
8601,2003 07 20 12,4.77
8602,2003 07 21 12,16.15
8603,2003 07 22 12,0.0
8604,2003 07 23 12,15.76
8605,2003 07 24 12,33.43
8606,2003 07 25 12,0.0
8607,2003 07 26 12,0.0
8608,2003 07 27 12,0.0
8609,2003 07 28 12,0.0
8610,2003 07 29 12,0.0
8611,2003 07 30 12,24.09
8612,2003 07 31 12,0.0
8613,2003 08 01 12,10.04
8614,2003 08 02 12,3.74
8615,2003 08 03 12,0.49
8616,2003 08 04 12,0.02
8617,2003 08 05 12,0.0
8618,2003 08 06 12,0.0
8619,2003 08 07 12,0.0
8620,2003 08 08 12,6.93
8621,2003 08 09 12,0.0
8622,2003 08 10 12,0.0
8623,2003 08 11 12,0.0
8624,2003 08 12 12,0.0
8625,2003 08 13 12,0.38
8626,2003 08 14 12,4.91
8627,2003 08 15 12,0.0
8628,2003 08 16 12,0.0
8629,2003 08 17 12,12.97
8630,2003 08 18 12,0.0
8631,2003 08 19 12,0.0
8632,2003 08 20 12,3.98
8633,2003 08 21 12,23.44
8634,2003 08 22 12,9.79
8635,2003 08 23 12,3.96
8636,2003 08 24 12,0.0
8637,2003 08 25 12,0.0
8638,2003 08 26 12,0.0
8639,2003 08 27 12,0.0
8640,2003 08 28 12,0.0
8641,2003 08 29 12,2.06
8642,2003 08 30 12,5.53
8643,2003 08 31 12,15.59
8644,2003 09 01 12,4.91
8645,2003 09 02 12,4.81
8646,2003 09 03 12,0.0
8647,2003 09 04 12,0.0
8648,2003 09 05 12,6.22
8649,2003 09 06 12,0.0
8650,2003 09 07 12,0.0
8651,2003 09 08 12,0.0
8652,2003 09 09 12,0.0
8653,2003 09 10 12,0.0
8654,2003 09 11 12,0.0
8655,2003 09 12 12,0.0
8656,2003 09 13 12,5.55
8657,2003 09 14 12,38.12
8658,2003 09 15 12,0.0
8659,2003 09 16 12,0.0
8660,2003 09 17 12,0.0
8661,2003 09 18 12,0.0
8662,2003 09 19 12,0.0
8663,2003 09 20 12,0.0
8664,2003 09 21 12,3.61
8665,2003 09 22 12,26.12
8666,2003 09 23 12,0.4
8667,2003 09 24 12,0.0
8668,2003 09 25 12,0.0
8669,2003 09 26 12,0.0
8670,2003 09 27 12,1.46
8671,2003 09 28 12,0.0
8672,2003 09 29 12,0.0
8673,2003 09 30 12,0.0
8674,2003 10 01 12,0.0
8675,2003 10 02 12,0.0
8676,2003 10 03 12,0.0
8677,2003 10 04 12,0.0
8678,2003 10 05 12,0.0
8679,2003 10 06 12,0.0
8680,2003 10 07 12,0.0
8681,2003 10 08 12,11.01
8682,2003 10 09 12,0.0
8683,2003 10 10 12,12.15
8684,2003 10 11 12,11.07
8685,2003 10 12 12,0.0
8686,2003 10 13 12,0.0
8687,2003 10 14 12,0.0
8688,2003 10 15 12,0.0
8689,2003 10 16 12,0.0
8690,2003 10 17 12,0.0
8691,2003 10 18 12,0.0
8692,2003 10 19 12,0.0
8693,2003 10 20 12,0.0
8694,2003 10 21 12,0.0
8695,2003 10 22 12,0.0
8696,2003 10 23 12,0.0
8697,2003 10 24 12,0.0
8698,2003 10 25 12,0.0
8699,2003 10 26 12,27.47
8700,2003 10 27 12,0.0
8701,2003 10 28 12,0.0
8702,2003 10 29 12,0.0
8703,2003 10 30 12,0.0
8704,2003 10 31 12,0.0
8705,2003 11 01 12,0.0
8706,2003 11 02 12,0.0
8707,2003 11 03 12,0.0
8708,2003 11 04 12,0.0
8709,2003 11 05 12,0.0
8710,2003 11 06 12,0.0
8711,2003 11 07 12,0.0
8712,2003 11 08 12,0.0
8713,2003 11 09 12,0.0
8714,2003 11 10 12,0.0
8715,2003 11 11 12,0.0
8716,2003 11 12 12,0.0
8717,2003 11 13 12,0.0
8718,2003 11 14 12,0.0
8719,2003 11 15 12,0.0
8720,2003 11 16 12,0.0
8721,2003 11 17 12,0.0
8722,2003 11 18 12,6.46
8723,2003 11 19 12,27.61
8724,2003 11 20 12,0.0
8725,2003 11 21 12,0.0
8726,2003 11 22 12,0.0
8727,2003 11 23 12,0.0
8728,2003 11 24 12,9.05
8729,2003 11 25 12,0.0
8730,2003 11 26 12,0.0
8731,2003 11 27 12,25.88
8732,2003 11 28 12,25.76
8733,2003 11 29 12,0.0
8734,2003 11 30 12,0.0
8735,2003 12 01 12,0.0
8736,2003 12 02 12,0.0
8737,2003 12 03 12,0.0
8738,2003 12 04 12,0.0
8739,2003 12 05 12,0.0
8740,2003 12 06 12,0.0
8741,2003 12 07 12,0.0
8742,2003 12 08 12,0.0
8743,2003 12 09 12,0.0
8744,2003 12 10 12,6.12
8745,2003 12 11 12,0.0
8746,2003 12 12 12,0.0
8747,2003 12 13 12,15.73
8748,2003 12 14 12,0.44
8749,2003 12 15 12,0.0
8750,2003 12 16 12,0.0
8751,2003 12 17 12,0.0
8752,2003 12 18 12,0.0
8753,2003 12 19 12,0.0
8754,2003 12 20 12,0.0
8755,2003 12 21 12,0.0
8756,2003 12 22 12,0.0
8757,2003 12 23 12,10.2
8758,2003 12 24 12,0.47
8759,2003 12 25 12,0.0
8760,2003 12 26 12,0.0
8761,2003 12 27 12,0.0
8762,2003 12 28 12,0.0
8763,2003 12 29 12,12.76
8764,2003 12 30 12,33.08
8765,2003 12 31 12,0.0
8766,2004 01 01 12,0.0
8767,2004 01 02 12,0.0
8768,2004 01 03 12,0.0
8769,2004 01 04 12,0.0
8770,2004 01 05 12,14.5
8771,2004 01 06 12,10.45
8772,2004 01 07 12,0.0
8773,2004 01 08 12,5.18
8774,2004 01 09 12,20.14
8775,2004 01 10 12,0.0
8776,2004 01 11 12,0.0
8777,2004 01 12 12,0.0
8778,2004 01 13 12,0.0
8779,2004 01 14 12,0.0
8780,2004 01 15 12,0.0
8781,2004 01 16 12,0.0
8782,2004 01 17 12,3.94
8783,2004 01 18 12,9.81
8784,2004 01 19 12,0.0
8785,2004 01 20 12,0.0
8786,2004 01 21 12,0.0
8787,2004 01 22 12,0.0
8788,2004 01 23 12,0.0
8789,2004 01 24 12,0.0
8790,2004 01 25 12,3.04
8791,2004 01 26 12,8.5
8792,2004 01 27 12,0.0
8793,2004 01 28 12,0.0
8794,2004 01 29 12,0.0
8795,2004 01 30 12,20.42
8796,2004 01 31 12,1.12
8797,2004 02 01 12,0.0
8798,2004 02 02 12,0.0
8799,2004 02 03 12,3.49
8800,2004 02 04 12,0.0
8801,2004 02 05 12,9.25
8802,2004 02 06 12,40.34
8803,2004 02 07 12,0.0
8804,2004 02 08 12,0.0
8805,2004 02 09 12,0.0
8806,2004 02 10 12,7.31
8807,2004 02 11 12,23.88
8808,2004 02 12 12,41.72
8809,2004 02 13 12,8.54
8810,2004 02 14 12,8.09
8811,2004 02 15 12,4.0
8812,2004 02 16 12,0.0
8813,2004 02 17 12,0.0
8814,2004 02 18 12,0.87
8815,2004 02 19 12,0.0
8816,2004 02 20 12,0.0
8817,2004 02 21 12,0.0
8818,2004 02 22 12,0.0
8819,2004 02 23 12,36.21
8820,2004 02 24 12,45.61
8821,2004 02 25 12,32.85
8822,2004 02 26 12,3.7
8823,2004 02 27 12,0.0
8824,2004 02 28 12,0.0
8825,2004 02 29 12,0.0
8826,2004 03 01 12,2.89
8827,2004 03 02 12,0.0
8828,2004 03 03 12,0.0
8829,2004 03 04 12,1.51
8830,2004 03 05 12,1.81
8831,2004 03 06 12,16.38
8832,2004 03 07 12,0.0
8833,2004 03 08 12,0.0
8834,2004 03 09 12,0.0
8835,2004 03 10 12,0.0
8836,2004 03 11 12,0.0
8837,2004 03 12 12,0.0
8838,2004 03 13 12,0.0
8839,2004 03 14 12,0.0
8840,2004 03 15 12,12.3
8841,2004 03 16 12,13.62
8842,2004 03 17 12,0.0
8843,2004 03 18 12,0.0
8844,2004 03 19 12,0.0
8845,2004 03 20 12,0.0
8846,2004 03 21 12,0.0
8847,2004 03 22 12,0.0
8848,2004 03 23 12,0.0
8849,2004 03 24 12,0.0
8850,2004 03 25 12,0.0
8851,2004 03 26 12,0.0
8852,2004 03 27 12,0.0
8853,2004 03 28 12,0.0
8854,2004 03 29 12,0.0
8855,2004 03 30 12,3.78
8856,2004 03 31 12,0.0
8857,2004 04 01 12,0.0
8858,2004 04 02 12,0.0
8859,2004 04 03 12,0.0
8860,2004 04 04 12,0.0
8861,2004 04 05 12,0.0
8862,2004 04 06 12,0.0
8863,2004 04 07 12,4.03
8864,2004 04 08 12,0.0
8865,2004 04 09 12,0.0
8866,2004 04 10 12,0.0
8867,2004 04 11 12,8.18
8868,2004 04 12 12,4.3
8869,2004 04 13 12,1.76
8870,2004 04 14 12,0.0
8871,2004 04 15 12,0.0
8872,2004 04 16 12,0.0
8873,2004 04 17 12,0.0
8874,2004 04 18 12,0.0
8875,2004 04 19 12,0.0
8876,2004 04 20 12,0.0
8877,2004 04 21 12,0.0
8878,2004 04 22 12,0.0
8879,2004 04 23 12,0.0
8880,2004 04 24 12,0.0
8881,2004 04 25 12,21.03
8882,2004 04 26 12,52.95
8883,2004 04 27 12,0.0
8884,2004 04 28 12,0.0
8885,2004 04 29 12,0.0
8886,2004 04 30 12,9.65
8887,2004 05 01 12,15.79
8888,2004 05 02 12,21.39
8889,2004 05 03 12,0.0
